,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
588,2020-03-19,Canada,Quebec,Gatineau,S9 Monetary measures (interest rate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2020-03-19,Canada,Quebec,Gatineau,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2020-03-19,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2020-03-19,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2020-03-19,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,2020-03-19,Canada,Quebec,Quebec City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2020-03-19,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2020-03-19,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2020-03-19,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2020-03-19,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,2020-03-19,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2020-03-19,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2020-03-19,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2020-03-20,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2020-03-20,Canada,Quebec,Gatineau,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,2020-03-20,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,2020-03-20,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,2020-03-20,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,2020-03-20,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2020-03-20,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,2020-03-20,Canada,Quebec,Quebec City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2020-03-20,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,2020-03-20,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2020-03-21,Canada,Quebec,,H5_Investment in vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2020-03-21,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2020-03-22,Canada,Quebec,Montreal,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2020-03-22,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2020-03-22,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2020-03-22,Canada,Quebec,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2020-03-23,Canada,Quebec,Montreal,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2020-03-23,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2020-03-23,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2020-03-23,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,2020-03-23,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,2020-03-23,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,2020-03-23,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,2020-03-23,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,2020-03-23,Canada,Quebec,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2020-03-23,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2020-03-23,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2020-03-23,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2020-03-23,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2020-03-24,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2020-03-24,Canada,Quebec,Gatineau,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2020-03-24,Canada,Quebec,Gatineau,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2020-03-24,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2020-03-24,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,2020-03-24,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2020-03-24,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2020-03-24,Canada,Quebec,Quebec City,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,2020-03-24,Canada,Quebec,Quebec City,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,2020-03-24,Canada,Quebec,Quebec City,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2020-03-25,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2020-03-25,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2020-03-25,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2020-03-25,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,2020-03-25,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2020-03-25,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2020-03-26,Canada,Quebec,Montreal,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2020-03-26,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2020-03-26,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2020-03-26,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2020-03-26,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,2020-03-26,Canada,Quebec,Quebec City,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,2020-03-26,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2020-03-27,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2020-03-27,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2020-03-27,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,2020-03-27,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2020-03-27,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,2020-03-27,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2020-03-27,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2020-03-27,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,2020-03-27,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,2020-03-27,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,2020-03-27,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2020-03-28,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2020-03-28,Canada,Quebec,Montreal,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2020-03-28,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,2020-03-28,Canada,Quebec,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2020-03-29,Canada,Quebec,Montreal,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2020-03-29,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,2020-03-29,Canada,Quebec,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,2020-03-29,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2020-03-30,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2020-03-30,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,2020-03-30,Canada,Quebec,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2020-03-30,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2020-03-30,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2020-03-31,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2020-03-31,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2020-03-31,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2020-03-31,Canada,Quebec,Gatineau,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2020-03-31,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2020-03-31,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2020-03-31,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2020-04-01,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2020-04-01,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2020-04-01,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2020-04-01,Canada,Quebec,Gatineau,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,2020-04-01,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2020-04-01,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2020-04-01,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2020-04-01,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2020-04-02,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2020-04-02,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2020-04-02,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2020-04-02,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,2020-04-02,Canada,Quebec,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,2020-04-02,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,2020-04-02,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2020-04-03,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2020-04-03,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2020-04-03,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2020-04-03,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,2020-04-03,Canada,Quebec,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2020-04-03,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2020-04-03,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2020-04-04,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2020-04-04,Canada,Quebec,Montreal,H3_Contact tracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2020-04-04,Canada,Quebec,Montreal,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,2020-04-04,Canada,Quebec,Quebec City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2020-04-04,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,2020-04-04,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,2020-04-04,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,2020-04-04,Canada,Quebec,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2020-04-05,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2020-04-05,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2020-04-05,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,2020-04-05,Canada,Quebec,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,2020-04-05,Canada,Quebec,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2020-04-06,Canada,Quebec,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2020-04-06,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2020-04-06,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2020-04-06,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2020-04-07,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2020-04-07,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2020-04-07,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2020-04-07,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2020-04-07,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2020-04-07,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2020-04-07,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2020-04-07,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2020-04-07,Canada,Quebec,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2020-04-08,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2020-04-08,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2020-04-08,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2020-04-08,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2020-04-08,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,2020-04-08,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2020-04-09,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2020-04-09,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,2020-04-09,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,2020-04-09,Canada,Quebec,Quebec City,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,2020-04-09,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2020-04-10,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2020-04-11,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2020-04-13,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2020-04-13,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2020-04-13,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2020-04-13,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2020-04-14,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2020-04-14,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2020-04-15,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2020-04-15,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2020-04-15,Canada,Quebec,Gatineau,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2020-04-15,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,2020-04-15,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2020-04-15,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2020-04-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2020-04-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2020-04-16,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2020-04-16,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2020-04-16,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,2020-04-16,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2020-04-17,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2020-04-17,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2020-04-17,Canada,Quebec,Montreal,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2020-04-17,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2020-04-17,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2020-04-17,Canada,Quebec,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2020-04-17,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2020-04-18,Canada,Quebec,Gatineau,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,2020-04-18,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,2020-02-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,2020-02-27,Canada,Saskatchewan,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2020-03-05,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,2020-03-11,Canada,Saskatchewan,,H5_Investment in vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,2020-03-12,Canada,Saskatchewan,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,2020-03-12,Canada,Saskatchewan,Saskatoon,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,2020-03-12,Canada,Saskatchewan,Saskatoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,2020-03-13,Canada,Saskatchewan,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,2020-03-13,Canada,Saskatchewan,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,2020-03-13,Canada,Saskatchewan,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,2020-03-13,Canada,Saskatchewan,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,2020-03-13,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,2020-03-14,Canada,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,2020-03-14,Canada,Saskatchewan,Saskatoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2020-03-16,Canada,Saskatchewan,Regina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2020-03-16,Canada,Saskatchewan,Regina,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2020-03-16,Canada,Saskatchewan,Regina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,2020-03-16,Canada,Saskatchewan,Regina,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
