,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
1861,2020-03-12,Canada,Ontario,Kitchener-Waterloo,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,2020-03-12,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,2020-03-12,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,2020-03-12,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,2020-03-12,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,2020-03-12,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2020-03-12,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2020-03-13,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2020-03-13,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2020-03-13,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2020-03-13,Canada,Ontario,Ottawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2020-03-13,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2020-03-13,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2020-03-13,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,2020-03-13,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,2020-03-13,Canada,Ontario,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2020-03-13,Canada,Ontario,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,2020-03-13,Canada,Ontario,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2020-03-13,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,2020-03-13,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,2020-03-13,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,2020-03-13,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,2020-03-13,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,2020-03-13,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,2020-03-13,Canada,Ontario,Hamilton,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,2020-03-13,Canada,Ontario,Hamilton,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,2020-03-13,Canada,Ontario,Hamilton,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,2020-03-13,Canada,Ontario,Hamilton,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,2020-03-13,Canada,Ontario,Hamilton,C5_Closed public transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,2020-03-13,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,2020-03-13,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,2020-03-13,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,2020-03-13,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,2020-03-13,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2020-03-14,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,2020-03-14,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,2020-03-14,Canada,Ontario,Kitchener-Waterloo,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,2020-03-14,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,2020-03-14,Canada,Ontario,Hamilton,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,2020-03-14,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,2020-03-14,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,2020-03-14,Canada,Ontario,Windsor,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,2020-03-14,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,2020-03-14,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,2020-03-14,Canada,Ontario,Windsor,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2020-03-14,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2020-03-15,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,2020-03-15,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2020-03-15,Canada,Ontario,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,2020-03-15,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,2020-03-15,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,2020-03-15,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,2020-03-15,Canada,Ontario,Kitchener-Waterloo,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,2020-03-15,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,2020-03-15,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,2020-03-15,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,2020-03-15,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,2020-03-15,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,2020-03-15,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,2020-03-15,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,2020-03-15,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,2020-03-15,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,2020-03-15,Canada,Ontario,Hamilton,C5_Closed public transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,2020-03-15,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,2020-03-15,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,2020-03-15,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,2020-03-15,Canada,Ontario,Windsor,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,2020-03-15,Canada,Ontario,Windsor,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,2020-03-15,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,2020-03-15,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,2020-03-15,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,2020-03-15,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,2020-03-15,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2020-03-16,Canada,Ontario,Ottawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2020-03-16,Canada,Ontario,Ottawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2020-03-16,Canada,Ontario,Ottawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2020-03-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2020-03-16,Canada,Ontario,Ottawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2020-03-16,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,2020-03-16,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2020-03-16,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,2020-03-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2020-03-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,2020-03-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,2020-03-16,Canada,Ontario,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,2020-03-16,Canada,Ontario,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,2020-03-16,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,2020-03-16,Canada,Ontario,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,2020-03-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,2020-03-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,2020-03-16,Canada,Ontario,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,2020-03-16,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,2020-03-16,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,2020-03-16,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,2020-03-16,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,2020-03-16,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,2020-03-16,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,2020-03-16,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,2020-03-16,Canada,Ontario,Kitchener-Waterloo,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,2020-03-16,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,2020-03-16,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,2020-03-16,Canada,Ontario,Hamilton,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,2020-03-16,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,2020-03-16,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,2020-03-16,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,2020-03-16,Canada,Ontario,Windsor,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,2020-03-16,Canada,Ontario,Windsor,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,2020-03-16,Canada,Ontario,Windsor,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,2020-03-16,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,2020-03-16,Canada,Ontario,Windsor,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,2020-03-16,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2020-03-16,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,2020-03-16,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,2020-03-16,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2020-03-17,Canada,Ontario,Ottawa,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2020-03-17,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2020-03-17,Canada,Ontario,Ottawa,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,2020-03-17,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,2020-03-17,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,2020-03-17,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2020-03-17,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2020-03-17,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2020-03-17,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2020-03-17,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,2020-03-17,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2020-03-17,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2020-03-17,Canada,Ontario,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,2020-03-17,Canada,Ontario,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,2020-03-17,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2020-03-17,Canada,Ontario,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2020-03-17,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,2020-03-17,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,2020-03-17,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,2020-03-17,Canada,Ontario,Kitchener-Waterloo,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,2020-03-17,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,2020-03-17,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,2020-03-17,Canada,Ontario,Hamilton,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,2020-03-17,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,2020-03-17,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,2020-03-17,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,2020-03-17,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2020-03-17,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2020-03-17,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,2020-03-17,Canada,Ontario,Windsor,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,2020-03-17,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,2020-03-17,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,2020-03-17,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,2020-03-17,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,2020-03-17,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,2020-03-17,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,2020-03-17,Canada,Ontario,Niagara,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,2020-03-17,Canada,Ontario,Niagara,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,2020-03-17,Canada,Ontario,Niagara,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,2020-03-17,Canada,Ontario,Niagara,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,2020-03-17,Canada,Ontario,Niagara,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,2020-03-17,Canada,Ontario,Niagara,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2020-03-18,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2020-03-18,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2020-03-18,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,2020-03-18,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2020-03-18,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,2020-03-18,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,2020-03-18,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2020-03-18,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,2020-03-18,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2020-03-18,Canada,Ontario,Toronto,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,2020-03-18,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2020-03-18,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,2020-03-18,Canada,Ontario,London,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,2020-03-18,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,2020-03-18,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,2020-03-18,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,2020-03-18,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2020-03-18,Canada,Ontario,Hamilton,C5_Closed public transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2020-03-18,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,2020-03-18,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2020-03-18,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,2020-03-18,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,2020-03-18,Canada,Ontario,Windsor,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,2020-03-18,Canada,Ontario,Windsor,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,2020-03-18,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,2020-03-18,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,2020-03-18,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,2020-03-18,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,2020-03-18,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,2020-03-18,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,2020-03-18,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,2020-03-19,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,2020-03-19,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
